1,1,1689,385,146.62,332.71,1,-1,-1,-1
1,2,1303,503,61.514,139.59,1,-1,-1,-1
1,3,1258,569,40.123,91.049,1,-1,-1,-1
1,4,31,525,113.37,257.27,1,-1,-1,-1
1,5,1800,483,94.66,214.81,1,-1,-1,-1
2,6,1689,385,146.62,332.71,1,-1,-1,-1
2,7,1312,503,61.514,139.59,1,-1,-1,-1
2,8,1744,476,123.42,280.06,1,-1,-1,-1
2,9,1254,537,52.0,118.0,1,-1,-1,-1
2,10,55,542,94.66,214.81,1,-1,-1,-1
2,11,1641,494,40.123,91.049,1,-1,-1,-1
3,12,1742,513,94.66,214.81,1,-1,-1,-1
3,13,1664,418,135.42,307.29,1,-1,-1,-1
3,14,1312,503,61.514,139.59,1,-1,-1,-1
3,15,1776,473,113.37,257.27,1,-1,-1,-1
3,16,1234,415,103.17,234.13,1,-1,-1,-1
3,17,107,494,103.17,234.13,1,-1,-1,-1
3,18,51,555,87.838,199.32,1,-1,-1,-1
4,19,1668,371,159.84,362.7,1,-1,-1,-1
4,20,1759,473,113.37,257.27,1,-1,-1,-1
4,21,1852,505,30.903,70.127,1,-1,-1,-1
4,22,1305,500,67.474,153.11,1,-1,-1,-1
4,23,107,494,103.17,234.13,1,-1,-1,-1
4,24,58,566,79.918,181.35,1,-1,-1,-1
5,25,1692,371,159.84,362.7,1,-1,-1,-1
5,26,1848,505,30.903,70.127,1,-1,-1,-1
5,27,1318,537,52.0,118.0,1,-1,-1,-1
5,28,1643,396,159.84,362.7,1,-1,-1,-1
6,29,1666,385,146.62,332.71,1,-1,-1,-1
6,30,1849,510,28.302,64.224,1,-1,-1,-1
6,31,1333,498,56.686,128.63,1,-1,-1,-1
6,32,1318,537,52.0,118.0,1,-1,-1,-1
6,33,1741,473,113.37,257.27,1,-1,-1,-1
6,34,107,494,103.17,234.13,1,-1,-1,-1
7,35,1668,371,159.84,362.7,1,-1,-1,-1
7,36,1849,510,28.302,64.224,1,-1,-1,-1
7,37,1316,489,67.474,153.11,1,-1,-1,-1
7,38,1351,506,56.686,128.63,1,-1,-1,-1
7,39,159,550,40.123,91.049,1,-1,-1,-1
7,40,1263,545,47.794,108.46,1,-1,-1,-1
8,41,1668,371,159.84,362.7,1,-1,-1,-1
8,42,1322,494,61.514,139.59,1,-1,-1,-1
8,43,1848,505,30.903,70.127,1,-1,-1,-1
8,44,123,494,103.17,234.13,1,-1,-1,-1
8,45,257,455,113.37,257.27,1,-1,-1,-1
9,46,1666,385,146.62,332.71,1,-1,-1,-1
9,47,1326,489,67.474,153.11,1,-1,-1,-1
9,48,1848,505,30.903,70.127,1,-1,-1,-1
9,49,1727,418,135.42,307.29,1,-1,-1,-1
9,50,142,521,52.0,118.0,1,-1,-1,-1
9,51,1274,551,43.624,98.993,1,-1,-1,-1
9,52,266,463,103.17,234.13,1,-1,-1,-1
10,53,1689,385,146.62,332.71,1,-1,-1,-1
10,54,1326,500,67.474,153.11,1,-1,-1,-1
10,55,146,515,56.686,128.63,1,-1,-1,-1
10,56,266,463,103.17,234.13,1,-1,-1,-1
10,57,1278,545,47.794,108.46,1,-1,-1,-1
10,58,1849,510,28.302,64.224,1,-1,-1,-1
11,59,1689,385,146.62,332.71,1,-1,-1,-1
11,60,1326,500,67.474,153.11,1,-1,-1,-1
11,61,266,463,103.17,234.13,1,-1,-1,-1
11,62,1278,545,47.794,108.46,1,-1,-1,-1
11,63,171,481,26.0,59.0,1,-1,-1,-1
11,64,1844,367,94.66,214.81,1,-1,-1,-1
12,65,1689,408,146.62,332.71,1,-1,-1,-1
12,66,1326,490,73.864,167.61,1,-1,-1,-1
12,67,-8,290,207.45,470.74,1,-1,-1,-1
12,68,1837,351,103.17,234.13,1,-1,-1,-1
12,69,1619,396,159.84,362.7,1,-1,-1,-1
13,70,1689,385,146.62,332.71,1,-1,-1,-1
13,71,1326,490,73.864,167.61,1,-1,-1,-1
13,72,1643,408,146.62,332.71,1,-1,-1,-1
13,73,151,501,28.302,64.224,1,-1,-1,-1
13,74,1286,545,47.794,108.46,1,-1,-1,-1
13,75,1867,391,30.903,70.127,1,-1,-1,-1
14,76,1668,371,159.84,362.7,1,-1,-1,-1
14,77,1326,490,73.864,167.61,1,-1,-1,-1
14,78,1717,396,159.84,362.7,1,-1,-1,-1
14,79,-52,254,270.83,614.58,1,-1,-1,-1
14,80,1619,396,159.84,362.7,1,-1,-1,-1
14,81,1867,391,30.903,70.127,1,-1,-1,-1
15,82,1668,371,159.84,362.7,1,-1,-1,-1
15,83,1825,535,33.737,76.557,1,-1,-1,-1
15,84,1336,500,67.474,153.11,1,-1,-1,-1
15,85,-52,254,270.83,614.58,1,-1,-1,-1
15,86,1619,396,159.84,362.7,1,-1,-1,-1
15,87,1867,393,26.0,59.0,1,-1,-1,-1
16,88,1668,371,159.84,362.7,1,-1,-1,-1
16,89,1834,532,36.723,83.333,1,-1,-1,-1
16,90,1336,500,67.474,153.11,1,-1,-1,-1
16,91,-52,254,270.83,614.58,1,-1,-1,-1
16,92,1619,396,159.84,362.7,1,-1,-1,-1
16,93,1320,462,30.903,70.127,1,-1,-1,-1
17,94,1666,385,146.62,332.71,1,-1,-1,-1
17,95,1336,500,67.474,153.11,1,-1,-1,-1
17,96,1711,408,146.62,332.71,1,-1,-1,-1
17,97,-52,254,270.83,614.58,1,-1,-1,-1
18,98,1666,408,146.62,332.71,1,-1,-1,-1
18,99,-52,254,270.83,614.58,1,-1,-1,-1
